sensorName,coordinates,latitude,longitude
1237824,POINT (-122.3433599 47.5175654),47.5175666809082,-122.3433609008789
1307094,POINT (-122.3378069 47.6061725),47.606170654296875,-122.33780670166016
1027844,POINT (-122.3281357 47.7367293),47.73672866821289,-122.32813262939453
1301175,POINT (-122.3328518 47.6047586),47.604759216308594,-122.33285522460938
1031127,POINT (-122.283221 47.4559058),47.45590591430664,-122.28321838378906
1236019,POINT (-122.283221 47.4559058),47.45590591430664,-122.28321838378906
1275449,POINT (-122.2903879 47.4442964),47.444297790527344,-122.29039001464844
104115918,POINT (-122.2015159 47.6101497),47.61014938354492,-122.2015151977539
10331815,POINT (-122.169096 47.5794988),47.579498291015625,-122.16909790039062
1031440,POINT (-122.3115263 47.5324779),47.53247833251953,-122.3115234375
1238761,POINT (-122.3023795 47.472441),47.472442626953125,-122.30237579345703
1297122,POINT (-122.327655 47.6080565),47.608055114746094,-122.32765197753906
1237531,POINT (-122.3339917 47.5936685),47.59366989135742,-122.33399200439453
10314533,POINT (-122.1275055 47.5841966),47.584197998046875,-122.12750244140625
1059508,POINT (-122.3357286 47.6108256),47.61082458496094,-122.33573150634766
1262050,POINT (-122.2703303 47.5066908),47.506690979003906,-122.27033233642578
1059929,POINT (-122.4082953 47.6752641),47.675262451171875,-122.40829467773438
1308488,POINT (-122.3160998 47.5478509),47.5478515625,-122.31610107421875
122974121,POINT (-122.1671315 47.5766937),47.57669448852539,-122.16712951660156
1302898,POINT (-122.338084 47.619116),47.619117736816406,-122.33808135986328
1309771,POINT (-122.2800924 47.5364491),47.53644943237305,-122.28009033203125
1272677,POINT (-122.2932343 47.7318359),47.731834411621094,-122.2932357788086
1010054,POINT (-122.2704641 47.5045602),47.50455856323242,-122.27046203613281
1306690,POINT (-122.3266052 47.6999735),47.699974060058594,-122.32660675048828
1256899,POINT (-122.290736 47.6833143),47.68331527709961,-122.29073333740234
1270340,POINT (-122.2549745 47.4516197),47.45161819458008,-122.25497436523438
1302827,POINT (-122.2942657 47.7230967),47.72309494018555,-122.29426574707031
1226708,POINT (-122.3700782 47.6274842),47.62748336791992,-122.37007904052734
1236540,POINT (-122.3077088 47.5051618),47.50516128540039,-122.30770874023438
1270795,POINT (-122.3320708 47.6062095),47.60620880126953,-122.33206939697266
1302825,POINT (-122.2703624 47.4737353),47.47373580932617,-122.2703628540039
1242364,POINT (-122.3225794 47.5202373),47.52023696899414,-122.32257843017578
12100197,POINT (-122.1798827 47.5518927),47.5518913269043,-122.17988586425781
1031441,POINT (-122.3144224 47.5362832),47.53628158569336,-122.31442260742188
1269409,POINT (-122.3770453 47.6858494),47.685848236083984,-122.37704467773438
122974132,POINT (-122.1671315 47.5766937),47.57669448852539,-122.16712951660156
121001920,POINT (-122.1671315 47.5766937),47.57669448852539,-122.16712951660156
1280723,POINT (-122.3474066 47.6643019),47.664302825927734,-122.34740447998047
1206468,POINT (-122.3775988 47.5408873),47.54088592529297,-122.37760162353516
1306931,POINT (-122.3897339 47.5417909),47.54179000854492,-122.38973236083984
1246872,POINT (-122.300954 47.578594),47.57859420776367,-122.30095672607422
1208725,POINT (-122.3213485 47.6114319),47.61143112182617,-122.32135009765625
1296535,POINT (-122.3179096 47.6973195),47.69731903076172,-122.31790924072266
1280679,POINT (-122.2936403 47.7078775),47.70787811279297,-122.29364013671875
1280298,POINT (-122.353762 47.7053311),47.70532989501953,-122.353759765625
1302832,POINT (-122.3767115 47.5467809),47.54677963256836,-122.376708984375
12059326,POINT (-122.1504729 47.5715695),47.571571350097656,-122.15047454833984
1031437,POINT (-122.3115263 47.5324779),47.53247833251953,-122.3115234375
1046206,POINT (-122.317773 47.528635),47.52863311767578,-122.3177719116211
1302828,POINT (-122.3601868 47.6248014),47.62480163574219,-122.36018371582031
1266765,POINT (-122.3115951 47.7598792),47.75988006591797,-122.31159210205078
1030718,POINT (-122.296596 47.7188853),47.7188835144043,-122.29659271240234
1308366,POINT (-122.3059664 47.6491983),47.64919662475586,-122.30596923828125
130336714,POINT (-122.1744468 47.5413384),47.54133987426758,-122.17444610595703
126951211,POINT (-122.1684583 47.629053),47.629051208496094,-122.16845703125
1259380,POINT (-122.3213914 47.6093069),47.60930633544922,-122.3213882446289
1236912,POINT (-122.3109526 47.593073),47.593074798583984,-122.31095123291016
1302687,POINT (-122.3242535 47.680694),47.680694580078125,-122.32425689697266
1247290,POINT (-122.3241051 47.5821986),47.58219909667969,-122.32410430908203
1241064,POINT (-122.2882561 47.6104058),47.61040496826172,-122.28825378417969
1303586,POINT (-122.3360635 47.6032065),47.603206634521484,-122.33606719970703
1306828,POINT (-122.3301667 47.6153016),47.61530303955078,-122.33016967773438
1298005,POINT (-122.343923 47.6922028),47.692203521728516,-122.34392547607422
1297262,POINT (-122.3171977 47.657649),47.657649993896484,-122.31719970703125
1302111,POINT (-122.3369216 47.6080763),47.60807800292969,-122.33692169189453
1046600,POINT (-122.3262574 47.5575253),47.557525634765625,-122.32625579833984
1010055,POINT (-122.3664444 47.5355242),47.5355224609375,-122.36644744873047
1306897,POINT (-122.331945 47.602844),47.60284423828125,-122.33194732666016
1257546,POINT (-122.2924379 47.4784931),47.478492736816406,-122.29243469238281
1004639,POINT (-122.3114012 47.4899724),47.48997116088867,-122.3114013671875
1031584,POINT (-122.3079713 47.4227546),47.42275619506836,-122.30796813964844
1294101,POINT (-122.3310619 47.6908402),47.69084167480469,-122.33106231689453
1033100,POINT (-122.3796515 47.6332915),47.63329315185547,-122.37965393066406
1033098,POINT (-122.3657819 47.5813244),47.58132553100586,-122.36578369140625
1021860,POINT (-122.3426442 47.7232205),47.72322082519531,-122.34264373779297
1038131,POINT (-122.2889791 47.6136066),47.61360549926758,-122.28897857666016
1223234,POINT (-122.3088165 47.4502499),47.45024871826172,-122.3088150024414
1031442,POINT (-122.3144093 47.5382536),47.53825378417969,-122.31440734863281
1275448,POINT (-122.3130287 47.5465095),47.5465087890625,-122.31302642822266
1253632,POINT (-122.3185023 47.7077811),47.70778274536133,-122.3185043334961
1061733,POINT (-122.3238519 47.4889214),47.488922119140625,-122.3238525390625
1031560,POINT (-122.283221 47.4559058),47.45590591430664,-122.28321838378906
1243855,POINT (-122.3320708 47.6062095),47.60620880126953,-122.33206939697266
1286660,POINT (-122.2674397 47.6735466),47.673545837402344,-122.26744079589844
1241258,POINT (-122.2570483 47.6786923),47.67869186401367,-122.25704956054688
1297579,POINT (-122.3496347 47.6148662),47.614864349365234,-122.3496322631836
1302826,POINT (-122.3418755 47.6149482),47.61494827270508,-122.34187316894531
1265886,POINT (-122.3320708 47.6062095),47.60620880126953,-122.33206939697266
1297333,POINT (-122.3397552 47.6175841),47.617584228515625,-122.33975219726562
1297265,POINT (-122.3104097 47.6144856),47.61448669433594,-122.31040954589844
1307449,POINT (-122.332039 47.71758),47.71757888793945,-122.33203887939453
1307673,POINT (-122.3329886 47.5977555),47.597755432128906,-122.3329849243164
1060109,POINT (-122.2870108 47.5034643),47.50346374511719,-122.2870101928711
1235466,POINT (-122.3443992 47.5476595),47.54766082763672,-122.34439849853516
1302835,POINT (-122.3254026 47.6062708),47.60626983642578,-122.32540130615234
1026370,POINT (-122.2488055 47.4922799),47.492279052734375,-122.2488021850586
1303797,POINT (-122.3281752 47.6296694),47.629669189453125,-122.32817840576172
1049757,POINT (-122.3129731 47.7187405),47.71874237060547,-122.31297302246094
130336727,POINT (-122.3285254 47.6024651),47.60246658325195,-122.32852172851562
1285889,POINT (-122.3317674 47.5947862),47.59478759765625,-122.3317642211914
1306434,POINT (-122.3212849 47.6202435),47.620243072509766,-122.32128143310547
