out_publicKey,in_publicKey,datetime,norm_trust,trust
1964,1973,2012-04-16T13:38:32.540970,0.30103,1
1964,1967,2012-04-16T07:29:37.729030,0.30103,1
1272,3904,2013-04-26T20:12:21.826950,0.2556,2
4004,1517,2013-10-22T06:54:10.806270,0.30103,1
4103,3916,2013-05-13T22:53:40.327980,0.30103,1
4168,3735,2013-04-26T10:54:25.711290,0.0,10
3802,3656,2013-04-03T14:20:28.367760,0.17609,4
1272,4197,2013-06-18T12:50:15.757190,0.2556,2
925,832,2011-06-09T10:11:27.861120,0.17609,4
3521,3086,2013-02-20T13:10:03.491220,0.2139,3
925,230,2011-06-09T01:37:49.371320,0.2556,2
554,1000,2011-06-08T18:15:08.789560,0.2556,2
2140,1543,2012-06-06T11:47:30.365000,0.30103,1
925,905,2011-06-30T19:33:34.208760,0.2139,3
925,489,2011-06-09T10:02:41.107810,0.2556,2
4993,4540,2014-03-03T09:50:00.187430,0.1413,5
6,258,2011-04-09T00:17:53.831530,0.30103,1
1834,35,2012-04-12T05:13:22.566960,0.30103,1
4004,4559,2013-10-28T09:38:21.136800,0.1091,6
4004,3820,2013-06-27T00:44:59.633180,0.30103,1
3153,3986,2014-10-06T06:18:47.203370,0.2139,3
326,7,2011-04-24T23:38:37.184950,0.30103,1
4004,4172,2013-10-30T18:51:59.990370,0.30103,1
3521,3522,2013-02-20T13:12:13.611310,0.30103,1
6,937,2011-07-23T00:56:12.064870,0.30103,1
554,1012,2011-06-08T22:04:36.944180,0.2556,2
4004,5845,2015-09-07T18:02:47.963330,0.0,10
2880,2045,2012-11-27T17:17:09.974480,0.30103,1
925,908,2011-06-08T19:28:43.719310,0.30103,1
2097,2125,2012-07-04T13:28:50.902950,0.17609,4
2309,242,2012-09-24T21:52:18.660160,0.2556,2
6,1624,2012-12-14T22:02:53.637600,0.2139,3
5034,4867,2013-11-19T11:28:35.367220,0.3468,-1
4022,3828,2013-04-23T22:36:59.065630,0.30103,1
6,2034,2012-07-14T01:58:52.332950,0.30103,1
374,35,2011-04-30T07:31:40.918780,0.30103,1
560,839,2011-06-03T14:51:43.473130,0.2556,2
6,280,2011-09-20T22:29:05.765030,0.30103,1
1548,1521,2011-11-15T14:38:24.706770,0.30103,1
925,227,2011-06-30T18:44:57.174170,0.30103,1
6,550,2012-12-29T21:22:21.858830,0.30103,1
925,882,2011-06-30T18:44:49.605310,0.30103,1
1548,3972,2013-04-13T12:09:59.767220,0.30103,1
2880,1317,2012-11-30T02:56:17.862120,0.2556,2
6,173,2011-03-06T16:46:39.631640,0.2139,3
6,1331,2012-12-29T21:28:37.404030,100.0,-10
6,1,2012-11-27T21:09:11.868930,0.0512,8
4004,4940,2013-10-25T00:20:27.573210,0.17609,4
6,2187,2013-03-20T23:35:56.770020,0.1413,5
2880,4641,2013-08-16T18:31:38.711100,0.30103,1
6,219,2011-04-30T16:12:01.518970,0.17609,4
6,32,2011-01-29T04:02:03.909770,0.30103,1
2767,2642,2013-01-26T11:31:49.515320,0.30103,1
2767,4172,2013-10-31T09:53:33.948400,0.2556,2
6,664,2011-07-22T01:22:54.850190,0.30103,1
6,2642,2012-12-29T21:47:59.510830,0.17609,4
2880,1731,2013-07-03T13:24:41.284970,0.30103,1
3545,2028,2013-03-17T20:04:34.080230,0.2556,2
4574,4570,2013-07-18T06:17:41.875950,0.2556,2
3545,3547,2013-02-27T20:44:35.927260,0.30103,1
2880,2642,2013-06-16T13:40:59.852820,0.1091,6
554,4040,2013-04-13T08:19:59.682960,0.30103,1
2880,2728,2012-10-30T23:18:11.183260,0.30103,1
2880,539,2012-11-25T02:18:54.005660,0.2556,2
1375,1396,2011-10-03T02:41:46.642650,0.30103,1
2880,2110,2012-11-27T23:48:58.437670,0.30103,1
2767,2647,2013-07-09T06:49:58.555780,0.17609,4
4385,115,2014-05-26T08:16:33.435020,0.2139,3
3545,135,2013-05-09T21:37:58.491560,100.0,-10
2880,4197,2013-08-16T17:05:34.339380,0.30103,1
3545,3000,2013-05-22T08:25:36.726720,0.30103,1
1375,2125,2012-06-20T18:36:32.487120,0.2556,2
4385,3707,2014-06-27T04:45:36.231960,0.2556,2
1548,1383,2011-11-09T18:43:15.495060,0.2556,2
3545,3804,2014-02-27T19:15:41.105470,0.30103,1
4385,4925,2014-04-20T15:15:25.935920,0.30103,1
1548,1765,2012-03-09T12:26:11.613210,0.30103,1
4385,546,2014-08-16T14:26:21.720340,0.30103,1
4103,3735,2013-04-28T18:20:10.583280,0.2139,3
3545,4291,2013-05-18T17:05:13.282520,0.30103,1
4385,1154,2014-02-19T13:09:46.760200,0.3468,-1
4421,2296,2013-06-14T18:40:12.979320,0.0,10
6,1363,2012-11-27T21:08:51.087650,0.0512,8
4385,135,2014-10-20T14:03:57.937650,0.30103,1
880,832,2011-06-04T18:15:55.453160,0.2139,3
4385,2661,2014-02-19T13:10:25.042110,0.3468,-1
6,1832,2012-12-08T18:56:22.885990,0.30103,1
5654,135,2014-07-01T21:16:25.038550,0.1091,6
4590,3744,2013-07-20T22:53:51.211540,0.0248,9
6,2455,2012-08-20T18:25:25.115910,0.30103,1
3802,3738,2013-03-28T19:14:20.481020,0.2556,2
4385,62,2014-02-27T08:13:53.212920,0.3468,-1
3047,2635,2012-12-07T14:47:50.812830,0.1413,5
4363,25,2013-08-28T00:38:16.555550,0.3468,-1
4590,135,2013-07-20T22:53:17.211110,0.2556,2
925,1066,2011-07-01T21:57:04.937370,0.30103,1
5985,5845,2015-08-25T20:06:48.068620,0.30103,1
4363,4578,2013-07-19T01:16:35.806100,0.30103,1
925,967,2011-06-08T22:44:35.217690,0.30103,1
1375,1519,2011-11-10T02:57:13.340600,0.30103,1
3285,2565,2014-04-29T11:28:33.145440,0.30103,1
3153,4897,2014-10-06T05:00:08.949430,0.30103,1
2767,3916,2013-06-03T03:52:58.745520,0.30103,1
2378,3037,2013-04-04T07:17:26.460870,0.30103,1
4004,4197,2013-10-24T15:43:22.900340,0.2139,3
3545,1612,2013-05-25T16:47:00.766970,0.30103,1
3510,3509,2013-02-19T07:30:06.931090,0.30103,1
630,171,2011-06-01T22:32:02.518430,0.17609,4
2378,3884,2013-04-20T10:08:02.974370,0.30103,1
3545,3404,2013-05-03T12:04:22.634140,0.30103,1
630,308,2011-05-30T23:42:59.819600,0.30103,1
554,633,2011-06-08T13:50:46.627380,0.2556,2
2378,4122,2013-04-25T09:11:41.743090,0.2556,2
191,104,2011-03-06T14:00:55.410550,0.30103,1
3545,499,2013-06-01T21:46:23.970470,100.0,-10
2378,5384,2014-02-11T09:36:24.000330,0.30103,1
630,689,2011-05-24T00:00:26.424250,0.30103,1
1548,1539,2011-11-08T15:44:12.866210,0.2556,2
4841,4875,2013-09-28T00:20:17.070120,0.30103,1
4363,3105,2013-06-19T00:10:32.041180,0.2556,2
4385,1352,2014-10-20T14:05:02.516210,0.30103,1
608,1352,2011-07-23T15:36:54.005250,0.30103,1
4363,4530,2013-07-18T14:10:41.752580,0.30103,1
6,10,2012-11-27T21:09:01.233130,0.2139,3
4385,5485,2014-05-31T09:40:41.725740,0.3979,-2
2378,35,2012-09-20T07:17:04.697690,0.30103,1
4385,2194,2014-05-30T05:48:08.694470,0.3979,-2
6,1566,2011-12-19T14:17:51.864890,0.30103,1
4385,6,2014-04-01T22:52:27.206420,0.3979,-2
2378,3889,2013-04-07T10:38:58.625710,0.3468,-1
4385,3547,2014-04-10T10:26:51.585580,0.3468,-1
6,2028,2012-11-27T20:55:37.320140,0.30103,1
3047,2118,2012-12-07T14:47:29.724300,0.1413,5
2378,4133,2013-04-21T12:46:41.859390,0.30103,1
4385,4559,2014-05-26T08:16:08.251600,0.2139,3
6,268,2011-04-12T18:51:48.999250,0.2139,3
3047,5041,2013-12-03T06:55:34.096150,0.30103,1
2378,7,2012-08-21T05:15:46.675330,0.30103,1
4385,5366,2014-02-23T15:12:25.986560,0.3468,-1
6,537,2011-12-14T22:33:26.435620,0.1413,5
5985,3451,2015-08-25T20:09:09.103730,0.30103,1
4278,3976,2013-06-10T20:40:44.866470,0.2556,2
4385,5594,2014-05-23T04:56:05.722360,0.30103,1
2880,1271,2013-04-11T11:46:43.458090,0.30103,1
2378,1953,2012-11-28T06:49:37.178250,0.2556,2
697,535,2011-06-02T14:02:41.596620,0.2556,2
3414,4233,2013-06-26T18:18:25.905570,0.2139,3
2880,2125,2013-01-14T16:25:22.382460,0.2139,3
2378,2635,2013-04-25T11:45:02.764320,0.1413,5
3287,3259,2013-01-05T15:13:21.413620,0.30103,1
3047,3166,2012-12-14T10:52:41.363660,0.30103,1
2880,4363,2013-07-03T13:30:54.485360,0.30103,1
2378,3018,2013-04-25T11:47:57.031420,0.2139,3
4363,1899,2013-07-17T02:35:55.912720,0.30103,1
4590,2498,2013-07-20T22:54:09.909980,0.0,10
2767,2296,2013-02-28T04:24:08.780470,0.30103,1
2378,3260,2013-01-19T09:02:50.841670,0.30103,1
4363,2754,2013-08-26T20:20:01.188480,0.30103,1
2378,1651,2012-12-04T11:37:37.647510,0.30103,1
2767,5541,2014-05-08T04:32:50.976500,0.30103,1
2378,3880,2013-12-05T13:30:06.982850,0.2556,2
4363,4379,2013-08-16T18:44:08.456060,0.30103,1
2378,2480,2012-09-18T13:32:10.043810,100.0,-10
3545,2404,2013-05-19T15:57:09.687780,0.30103,1
2378,4107,2013-04-26T13:21:17.216380,0.2556,2
4363,664,2013-08-08T20:05:10.705690,0.30103,1
2378,2867,2012-10-25T10:05:54.940860,0.30103,1
3545,3656,2013-12-30T21:49:45.543570,0.30103,1
2378,5252,2013-12-27T09:54:42.126150,0.30103,1
5200,5201,2013-12-16T03:24:43.257510,0.0,10
2378,3136,2012-12-10T12:03:03.099040,0.30103,1
3545,4459,2013-07-14T22:06:36.855490,0.30103,1
1861,905,2012-03-13T01:37:56.828230,0.30103,1
5522,5574,2014-05-12T00:50:17.904660,0.3468,-1
2378,3544,2013-03-04T09:09:05.593740,0.2556,2
4421,2942,2013-08-03T03:01:35.361090,0.1091,6
697,144,2011-05-25T22:03:28.251260,0.2139,3
630,266,2011-05-22T17:56:21.363450,0.30103,1
2378,3999,2013-04-10T19:05:17.470940,0.30103,1
4385,1098,2014-08-05T11:09:34.911510,0.3979,-2
4121,3735,2013-04-20T19:26:52.493100,0.0,10
630,386,2011-05-25T19:23:25.863070,0.2556,2
2378,4648,2013-09-19T09:55:09.064410,0.30103,1
4385,1690,2014-06-02T11:01:26.441210,0.3979,-2
1879,4169,2013-05-02T14:12:58.152410,0.30103,1
630,521,2011-05-23T21:01:03.117210,0.30103,1
2571,2566,2012-09-10T08:51:30.454100,0.30103,1
4385,2322,2014-02-15T20:52:32.343170,0.30103,1
4363,2600,2013-08-13T23:56:55.978970,0.30103,1
4841,1389,2013-12-05T07:23:05.239930,0.30103,1
1083,1078,2011-06-11T02:12:26.604320,0.2556,2
4385,359,2014-03-31T21:17:16.977580,0.3468,-1
4363,3916,2013-06-16T22:26:45.296000,0.0792,7
3511,3820,2013-04-04T18:12:28.727440,0.0,10
3510,3451,2013-02-19T07:32:40.860290,0.30103,1
4385,4922,2014-04-04T18:14:57.328510,0.30103,1
4363,4610,2013-08-13T17:09:01.062290,0.30103,1
608,703,2011-05-29T13:10:57.268980,0.30103,1
3287,3378,2013-01-23T06:54:24.759850,0.30103,1
4385,545,2014-10-20T14:04:51.169640,0.30103,1
5200,4559,2013-12-16T03:19:01.431890,100.0,-10
787,39,2011-06-01T18:57:11.560200,0.30103,1
4363,2110,2013-07-27T02:14:43.191100,0.30103,1
4385,5606,2014-07-21T12:37:22.517760,0.30103,1
5522,25,2014-05-12T00:40:25.059930,100.0,-10
2269,2243,2012-07-16T22:11:25.475680,0.30103,1
4363,2958,2013-06-02T03:29:41.692030,0.30103,1
828,647,2011-06-03T06:03:38.960590,0.30103,1
630,207,2011-05-20T13:06:57.659560,0.30103,1
3886,3527,2013-04-06T21:29:20.511590,0.30103,1
4363,4527,2013-07-06T22:44:26.308270,0.30103,1
3047,3527,2013-04-25T07:46:43.790560,0.2556,2
630,350,2011-06-01T21:52:36.109700,0.2556,2
493,1334,2012-11-26T20:51:43.182890,0.30103,1
5200,1953,2013-12-16T03:17:41.195600,100.0,-10
4590,3719,2013-07-20T22:52:32.816020,0.0248,9
630,484,2011-05-29T12:04:12.487230,0.30103,1
493,2861,2012-12-05T21:04:00.275190,0.2556,2
794,757,2011-06-01T23:12:08.333650,0.30103,1
4899,3571,2013-12-06T09:31:03.871070,0.6021,-5
2378,180,2013-04-19T15:36:34.063180,0.30103,1
3067,35,2012-11-27T22:33:03.161880,0.30103,1
630,733,2011-06-01T22:45:55.371510,0.2556,2
2538,2592,2012-09-13T14:54:02.742780,0.30103,1
493,905,2012-06-11T03:05:38.063560,0.2556,2
4420,3916,2013-06-14T14:38:35.703390,0.30103,1
4420,4406,2013-06-24T06:34:14.951500,0.30103,1
4899,5501,2014-04-16T08:01:06.569420,0.6021,-5
2378,2590,2012-09-20T07:18:01.660450,0.30103,1
3731,3732,2013-03-23T09:07:44.680060,0.30103,1
3511,2642,2013-03-01T10:35:54.818340,0.0,10
2538,4515,2013-08-02T14:21:18.891590,0.30103,1
3490,3846,2013-04-03T12:41:59.674120,0.30103,1
630,272,2011-05-21T10:01:38.618210,0.30103,1
630,276,2011-05-22T18:17:56.860190,0.30103,1
2192,25,2012-07-25T14:53:51.114020,0.17609,4
2378,2889,2012-10-27T10:35:36.902440,0.30103,1
616,2121,2012-05-31T19:06:11.811570,0.30103,1
608,198,2011-05-17T15:46:29.531140,0.30103,1
163,452,2011-05-30T20:50:36.472070,0.30103,1
5602,1352,2014-06-16T23:39:19.366050,0.2556,2
630,387,2011-05-27T23:36:40.804540,0.30103,1
630,396,2011-05-25T13:32:14.000850,0.2556,2
1653,1916,2012-04-20T11:05:35.189200,0.30103,1
2378,3190,2013-02-16T08:25:11.134480,0.3979,-2
294,7,2011-04-18T00:02:02.502520,0.30103,1
3628,2642,2013-03-08T18:57:01.798640,0.30103,1
4673,3897,2013-08-15T23:54:54.836690,100.0,-10
5602,5836,2014-11-17T14:37:33.636960,0.30103,1
630,523,2011-05-31T22:40:50.052160,0.17609,4
630,633,2011-05-23T13:10:04.202520,0.30103,1
5025,2131,2013-11-18T09:54:15.162240,0.30103,1
2378,3694,2013-03-18T08:04:27.063960,0.30103,1
4350,2642,2013-06-05T23:53:59.342910,0.17609,4
2269,2090,2012-11-23T01:13:08.753270,100.0,-10
3838,3828,2013-04-02T18:02:07.713400,0.30103,1
2538,1731,2012-10-15T23:39:50.832820,0.2139,3
4841,2625,2013-10-23T11:53:05.548020,0.2556,2
4841,2835,2013-09-24T01:13:40.597300,0.2139,3
5025,4365,2013-11-17T20:27:05.559860,0.30103,1
2378,4020,2013-04-12T10:35:05.645810,0.30103,1
2364,1899,2012-07-28T18:37:57.826670,0.30103,1
1071,1062,2011-06-15T17:17:05.851860,0.30103,1
4899,5316,2014-04-27T22:36:37.144560,0.30103,1
2538,2262,2013-02-20T23:46:04.223670,0.2139,3
3511,546,2013-02-19T15:23:33.347770,0.30103,1
4229,3547,2013-05-10T19:58:25.162340,0.1413,5
5025,5013,2013-11-29T00:27:25.036040,0.30103,1
2378,5133,2013-12-05T17:01:40.823170,0.30103,1
2349,1204,2012-07-27T17:30:09.042420,0.30103,1
1888,905,2012-03-20T20:19:42.315980,0.30103,1
2192,1957,2012-06-18T04:00:58.175050,0.30103,1
2538,2686,2012-09-26T01:20:37.763640,0.30103,1
608,832,2011-06-09T19:52:06.632600,0.30103,1
608,910,2011-06-12T17:03:52.771560,0.30103,1
4496,4495,2013-06-29T14:51:20.986020,0.30103,1
3285,35,2014-09-28T13:56:37.922870,0.30103,1
5955,3,2015-05-26T23:28:45.468080,0.4559,-3
493,2135,2012-06-04T03:03:13.664980,0.30103,1
4742,4741,2013-08-13T22:31:59.271140,0.0792,7
163,1383,2011-08-26T18:39:32.772970,0.30103,1
787,644,2011-06-01T20:14:54.635530,0.30103,1
787,788,2011-06-01T18:57:54.691250,0.30103,1
200,7,2011-03-13T07:32:31.745180,0.2556,2
411,29,2011-06-03T12:30:11.111760,0.1413,5
458,35,2011-05-09T18:02:18.498060,0.30103,1
493,417,2012-12-07T04:48:27.675800,0.1413,5
1653,35,2012-04-17T13:38:55.822140,0.30103,1
163,476,2011-05-16T22:16:12.654140,0.30103,1
2269,2878,2012-11-23T00:48:21.247990,0.2556,2
2269,905,2013-10-05T21:09:55.282900,0.2556,2
2109,35,2012-05-29T08:44:26.911250,0.30103,1
3510,3511,2013-02-19T09:28:15.972220,0.2556,2
4136,3735,2013-05-19T14:54:54.635730,0.0,10
3490,3529,2013-02-22T11:45:55.219230,0.2556,2
5025,280,2013-12-29T17:33:45.777290,0.30103,1
4673,4427,2013-08-12T12:52:56.360660,100.0,-10
4494,4402,2013-06-29T14:10:44.973930,0.2556,2
1888,1201,2012-04-21T22:13:02.840600,0.30103,1
5582,5612,2014-06-24T13:11:20.578520,0.30103,1
1879,35,2012-03-17T10:48:09.872470,0.30103,1
850,228,2011-06-03T19:59:55.919240,0.30103,1
3501,3641,2013-04-05T10:20:25.311340,0.30103,1
5025,4833,2013-12-01T00:49:30.939770,0.30103,1
4899,1277,2013-12-10T21:23:59.574350,100.0,-10
493,171,2011-05-08T20:48:13.093670,0.30103,1
493,1736,2012-01-21T13:43:08.751430,0.2556,2
3541,2388,2013-02-27T16:20:03.697170,0.2556,2
4363,2296,2013-06-16T22:14:12.663290,0.30103,1
1542,1348,2011-10-31T02:34:31.800640,0.30103,1
5602,5661,2014-10-07T20:14:51.395750,0.2139,3
5025,5245,2013-12-25T23:23:09.966670,0.30103,1
4899,546,2013-10-08T11:37:04.022340,0.2556,2
493,3219,2013-03-12T17:32:04.279800,0.17609,4
493,3397,2013-05-16T17:17:43.991130,0.1413,5
886,832,2011-06-10T11:42:15.827470,0.30103,1
4363,3699,2013-06-11T22:33:44.135220,0.30103,1
2688,2067,2012-10-26T15:18:11.234260,0.30103,1
957,978,2011-06-10T12:37:23.431390,100.0,-10
200,530,2011-05-14T20:56:01.057840,0.30103,1
2192,2013,2012-07-26T18:34:10.939340,0.1413,5
5689,35,2014-08-26T16:57:48.113250,0.30103,1
5689,4197,2014-07-14T19:22:19.998370,0.30103,1
