out_publicKey,in_publicKey,datetime,norm_trust,trust
3545,160,2013-03-13T02:33:49.651950,0.0,10
2473,1508,2013-05-20T17:56:26.437920,0.2556,2
4385,1726,2014-05-19T13:40:57.824920,0.3468,-1
4385,2427,2013-06-13T03:21:01.708400,0.30103,1
3545,2625,2013-04-05T13:20:20.849300,0.1413,5
2767,4197,2014-05-20T15:42:32.042450,0.2139,3
3545,4114,2013-04-20T00:44:31.648660,0.1413,5
3545,2388,2013-03-17T02:22:13.602800,0.1413,5
3545,4615,2013-09-15T16:47:23.019630,0.2139,3
3545,3655,2013-03-13T02:47:56.698760,0.2139,3
4421,3837,2013-08-08T10:27:08.363990,0.30103,1
3545,4833,2014-01-02T23:02:27.462970,0.17609,4
4385,5675,2014-07-04T17:47:38.469450,0.30103,1
4421,4490,2013-08-13T16:24:30.647490,100.0,-10
2477,2397,2012-08-21T20:20:24.521100,0.2556,2
4385,1735,2014-10-20T14:05:18.512810,0.2556,2
3047,4162,2013-04-25T08:28:26.390250,0.2556,2
2030,937,2012-07-16T06:08:34.219720,0.2556,2
2309,2282,2012-07-16T14:10:15.580640,0.30103,1
4385,1528,2014-04-10T10:30:27.548440,0.30103,1
1548,1018,2013-02-18T14:37:39.754770,0.2139,3
4385,3865,2014-06-26T06:58:19.935330,0.3468,-1
4778,2063,2013-08-23T10:03:08.127700,0.30103,1
2378,1832,2013-01-21T12:32:11.498340,0.1413,5
4385,5048,2013-11-20T20:44:04.526920,0.30103,1
4385,2004,2014-06-28T15:32:32.189570,0.3979,-2
6,4,2010-11-14T16:38:20.429300,0.2556,2
3545,732,2013-12-07T12:44:08.487180,0.2556,2
4385,23,2014-08-16T14:21:10.650080,0.30103,1
1019,896,2011-06-09T02:40:15.722460,0.30103,1
4385,3444,2014-07-24T06:36:21.755050,0.30103,1
6,856,2013-03-20T23:35:06.676690,0.0512,8
1529,1413,2011-10-24T00:50:25.902460,0.1413,5
4385,4281,2013-08-01T10:26:56.047350,0.30103,1
2880,2028,2012-11-26T22:08:20.291820,0.2139,3
1529,1832,2012-09-07T01:06:40.971330,0.2556,2
4385,5100,2014-04-28T18:27:49.217580,0.30103,1
2880,2948,2012-11-27T23:49:26.815910,0.30103,1
1529,223,2012-06-19T19:23:36.119310,0.30103,1
1529,3451,2015-05-15T14:29:11.506860,0.30103,1
4018,3571,2013-04-11T21:35:28.111700,0.30103,1
1964,1802,2012-04-14T14:41:28.314130,0.30103,1
1964,1977,2012-04-17T16:12:34.958490,0.30103,1
1548,1564,2011-11-10T09:14:02.894300,0.30103,1
1548,4921,2015-07-16T13:50:41.156500,0.30103,1
880,726,2011-06-07T10:05:45.708310,0.2139,3
6,1317,2011-12-18T21:11:01.751940,0.2556,2
4385,1386,2014-06-02T11:24:45.633840,0.3979,-2
2378,2624,2012-09-18T08:30:59.098160,0.30103,1
6,1752,2013-03-20T23:36:05.234080,0.1413,5
2378,2898,2013-04-03T08:39:17.144800,0.2556,2
6,2188,2013-03-20T23:35:46.049180,0.0248,9
2378,3206,2012-12-20T10:15:04.743930,0.30103,1
6,35,2011-07-22T01:22:47.487540,0.17609,4
2378,3879,2013-04-06T16:25:47.990240,0.2556,2
6,687,2011-10-16T03:58:02.338230,0.30103,1
2378,4026,2013-04-12T16:24:09.343550,0.30103,1
2880,1832,2012-12-02T15:02:40.616650,0.30103,1
2378,5224,2013-12-21T09:28:07.478810,0.30103,1
2880,2688,2012-11-27T17:38:27.231830,0.30103,1
3285,41,2013-01-05T16:02:08.213010,0.30103,1
1375,1348,2011-08-08T12:56:06.849610,0.2556,2
411,491,2011-05-10T03:45:03.864780,0.30103,1
5015,4988,2013-11-14T23:48:00.648220,0.0,10
2767,2870,2012-10-24T04:17:40.844560,0.30103,1
1879,3735,2013-04-14T11:59:59.787240,0.30103,1
3545,1565,2013-05-22T16:59:12.830950,0.30103,1
4385,3572,2013-12-01T16:56:58.958440,0.2556,2
3545,2642,2013-03-17T00:42:42.912020,0.30103,1
4385,4921,2014-05-26T08:18:56.062360,0.2139,3
3545,3856,2013-04-03T22:18:01.804090,0.30103,1
4385,5440,2014-08-16T14:17:31.233410,0.30103,1
3545,4649,2013-10-30T22:51:28.509590,0.30103,1
4385,5602,2014-07-21T12:56:13.219120,0.30103,1
4421,3976,2013-07-31T15:47:24.143660,0.17609,4
828,545,2011-06-06T15:39:58.043520,0.30103,1
4385,1185,2014-08-16T14:25:47.812550,0.3979,-2
3047,3512,2013-04-25T08:29:49.084990,0.2556,2
4385,1947,2014-05-26T08:18:24.967180,0.2139,3
4385,29,2014-08-16T14:21:50.845520,0.30103,1
4590,2499,2013-07-20T22:53:36.074510,0.2556,2
4385,3878,2014-05-26T08:18:04.690730,0.30103,1
2378,1731,2012-09-20T07:17:38.875140,0.30103,1
1272,325,2011-06-28T14:34:27.937260,0.30103,1
4385,5065,2014-05-05T14:54:20.474850,0.30103,1
2378,2485,2012-09-14T11:35:50.901430,0.30103,1
4385,5507,2014-05-26T08:20:36.011670,0.30103,1
2378,2874,2012-10-25T10:27:38.757840,0.2556,2
2378,3153,2012-12-10T08:43:12.097700,0.30103,1
2993,2642,2012-11-13T20:42:53.876690,0.1413,5
2378,3642,2013-05-02T11:40:02.244220,0.30103,1
4363,3830,2013-06-05T22:07:43.803510,0.30103,1
2378,4004,2013-04-18T11:32:03.726860,0.30103,1
925,546,2011-07-01T14:37:16.481330,0.30103,1
2378,4753,2013-08-28T15:14:51.137760,0.30103,1
2378,2252,2013-10-10T18:22:41.518670,0.2139,3
5200,4172,2013-12-16T03:18:43.045990,100.0,-10
2378,2640,2012-09-24T11:14:04.507230,100.0,-10
4385,5508,2014-08-29T05:01:22.162900,0.30103,1
411,198,2011-05-02T10:15:50.705560,0.30103,1
1103,714,2011-06-11T22:06:59.131460,0.30103,1
3414,35,2013-06-26T18:43:19.995470,0.30103,1
2378,3320,2013-01-13T10:48:27.290870,0.30103,1
3521,1953,2013-02-20T13:12:46.214590,0.30103,1
3047,2647,2013-01-03T11:44:51.294630,0.2139,3
2097,239,2012-06-12T10:08:32.680380,0.2139,3
4590,1771,2013-07-20T22:54:24.874530,0.0,10
1879,1771,2012-03-17T11:17:48.834900,0.30103,1
3545,4197,2013-12-30T12:58:47.836720,0.2556,2
630,427,2011-05-23T21:51:17.408230,0.30103,1
1834,1918,2012-04-14T03:42:16.546540,0.30103,1
4363,2125,2013-07-08T00:43:44.050910,0.30103,1
2378,2363,2012-12-17T05:20:54.618360,0.2139,3
4885,4883,2013-09-30T19:08:35.032920,100.0,-10
4278,2296,2013-05-16T01:22:21.878440,0.30103,1
2378,2646,2012-09-21T08:49:16.394800,0.30103,1
1548,4197,2013-11-22T23:12:07.884870,0.2556,2
2378,3082,2012-12-11T06:09:56.713580,0.2556,2
697,202,2011-05-25T23:05:53.622320,0.17609,4
5200,2045,2013-12-16T03:18:56.932980,100.0,-10
3628,135,2013-09-24T22:44:57.875650,0.2556,2
5856,2942,2014-12-05T22:05:04.312980,0.2556,2
4385,2187,2014-05-31T09:49:28.393310,0.3979,-2
794,967,2011-06-12T00:56:16.943240,0.30103,1
2269,2067,2012-07-13T13:08:04.824470,0.2556,2
1879,4172,2013-05-02T14:41:03.001120,0.30103,1
4385,3470,2014-04-24T13:49:06.214810,0.30103,1
909,908,2011-06-05T18:46:13.479470,0.2139,3
1970,1771,2012-04-15T01:02:59.757790,0.30103,1
4363,2642,2013-06-25T07:31:23.639410,0.2556,2
4385,4300,2013-06-06T12:08:31.882280,0.30103,1
630,2877,2013-07-03T13:56:51.987410,0.3979,-2
1888,882,2012-03-19T10:02:33.094080,0.2556,2
4363,4291,2013-06-25T08:39:32.815930,0.30103,1
4385,5157,2014-04-24T13:51:04.183580,0.30103,1
630,399,2011-05-25T19:08:04.793060,0.30103,1
493,202,2011-05-22T01:13:58.836190,0.30103,1
4363,625,2013-06-03T23:17:41.356220,0.2556,2
4385,5557,2014-05-02T14:21:45.165660,0.30103,1
630,647,2011-05-23T00:12:52.068440,0.30103,1
493,387,2011-05-08T19:46:54.798360,0.30103,1
5200,4899,2013-12-16T03:19:05.664230,100.0,-10
3414,3738,2013-04-15T12:21:51.173950,0.0,10
4841,3796,2013-11-08T23:57:29.028870,0.30103,1
3490,2028,2013-02-15T14:31:52.639410,0.30103,1
5522,2870,2014-04-15T15:33:47.042450,0.0,10
3047,3018,2013-01-22T09:15:21.980600,0.2139,3
4229,4230,2013-05-10T19:57:17.490390,0.30103,1
3501,1953,2013-03-14T15:24:26.409900,0.2556,2
630,256,2011-05-20T10:19:43.222410,0.30103,1
4590,2,2013-07-20T22:53:01.351210,0.30103,1
608,923,2011-06-23T11:55:49.628180,0.2556,2
5602,5623,2014-10-07T20:18:02.708110,0.1413,5
630,3744,2013-07-03T13:54:49.948180,100.0,-10
191,1291,2011-07-02T14:17:04.913120,0.30103,1
2269,1786,2012-11-27T23:12:17.214980,0.30103,1
957,832,2011-06-07T15:22:59.797130,0.2556,2
630,495,2011-05-18T22:14:54.884930,0.30103,1
2378,2434,2012-09-18T13:32:24.300460,100.0,-10
210,7,2011-03-17T22:17:25.927460,0.30103,1
2538,2017,2012-09-06T02:57:18.321850,0.30103,1
630,851,2011-06-03T20:28:28.249990,0.30103,1
2378,2730,2014-03-03T17:26:35.409480,0.30103,1
1888,1585,2012-04-21T20:25:44.016100,0.30103,1
2538,2556,2012-09-12T23:48:06.022640,0.30103,1
3511,3510,2013-02-19T09:18:58.224250,0.30103,1
2378,3093,2012-12-10T08:42:07.105990,0.30103,1
493,1743,2012-01-24T22:38:10.900300,0.2139,3
2538,35,2012-09-20T01:50:52.968900,0.30103,1
608,664,2011-07-13T19:55:26.382970,0.30103,1
2378,3537,2013-02-26T11:10:51.507490,0.30103,1
493,353,2011-06-27T03:22:21.140560,0.30103,1
163,41,2011-02-21T13:48:13.594490,0.30103,1
3628,3738,2013-03-24T02:18:43.527570,0.2556,2
2378,3986,2013-04-10T07:55:46.941280,0.30103,1
5689,5079,2014-07-15T13:35:33.562230,0.2556,2
4456,2296,2013-06-25T02:50:28.597390,0.30103,1
2269,2125,2013-05-22T19:39:44.553230,0.30103,1
2378,4172,2013-12-21T14:06:12.424910,0.2556,2
3490,4393,2013-06-08T21:21:25.784470,0.0,10
4673,905,2013-08-13T04:26:26.337750,100.0,-10
1775,1744,2012-02-06T22:12:52.498870,0.30103,1
2615,13,2012-09-17T00:11:06.073770,0.30103,1
5602,5482,2014-06-16T23:41:41.774680,0.2556,2
4899,4611,2014-04-18T13:42:22.451970,0.30103,1
493,13,2012-03-07T01:29:33.486670,0.2139,3
4278,4279,2013-05-16T01:23:02.387100,0.2556,2
3599,2775,2013-03-06T01:58:05.229500,0.30103,1
2192,1217,2012-07-18T16:57:38.082580,0.1413,5
493,2198,2012-12-07T04:49:11.853730,0.2556,2
697,57,2011-05-26T16:09:40.999760,0.30103,1
2538,1810,2012-10-12T13:07:53.150490,0.30103,1
3085,1953,2012-11-29T16:35:15.870170,0.30103,1
493,488,2011-05-10T19:30:39.620160,0.30103,1
3287,3333,2013-01-15T11:21:42.498010,0.0,10
2538,2531,2012-09-12T23:47:00.412310,0.30103,1
1653,1973,2012-04-27T13:03:28.147830,0.30103,1
3490,3653,2013-04-01T16:43:48.188600,0.2556,2
4363,1991,2013-08-08T01:41:30.261060,0.30103,1
2538,2961,2013-02-13T02:43:07.048310,0.2556,2
5025,25,2013-12-06T23:28:38.023210,0.0,10
3501,4172,2013-05-08T18:09:32.439260,0.30103,1
4363,2880,2013-07-03T13:32:25.157060,0.30103,1
163,318,2011-05-10T00:59:42.046420,0.30103,1
5025,4593,2014-01-07T22:20:41.895260,0.2556,2
5602,5806,2014-10-07T20:28:54.922530,0.1413,5
4363,4459,2013-07-04T13:58:38.105780,0.30103,1
536,534,2011-05-13T01:13:00.248500,0.1413,5
5025,5227,2014-01-05T02:22:14.241290,0.3468,-1
2538,1018,2013-09-28T01:36:30.623860,0.2139,3
4607,2125,2013-07-24T12:20:24.183340,0.2139,3
4673,4707,2013-08-11T06:20:41.158500,0.30103,1
200,179,2011-03-21T21:08:58.390130,0.3468,-1
2538,2213,2012-10-05T14:27:20.283970,0.2556,2
794,1162,2011-08-01T21:22:47.496360,0.30103,1
5059,5060,2013-11-23T14:59:35.983470,0.30103,1
630,1,2011-05-23T00:25:13.857220,0.2556,2
163,427,2011-05-09T01:24:40.990750,0.30103,1
5025,4840,2013-12-28T22:52:47.113820,0.30103,1
2538,1779,2012-10-01T00:18:58.377560,0.30103,1
630,295,2011-06-03T20:00:00.510240,0.2556,2
4673,1810,2013-08-11T13:46:14.959150,100.0,-10
1250,365,2011-06-24T17:51:54.960410,0.30103,1
2538,2529,2012-10-09T21:38:57.913190,0.2556,2
630,418,2011-05-25T11:20:45.822220,0.30103,1
3838,25,2013-10-21T00:19:00.084000,100.0,-10
200,533,2011-05-14T19:01:59.423690,0.30103,1
2538,2835,2013-02-08T05:07:37.810420,0.30103,1
630,650,2011-05-24T22:11:20.342090,0.2556,2
4899,4900,2013-10-08T11:45:30.526240,0.30103,1
532,488,2011-05-12T20:50:25.350140,0.30103,1
163,164,2011-05-09T01:24:31.955120,0.30103,1
4841,4551,2013-10-21T19:02:57.519770,0.2556,2
2192,1629,2012-07-24T08:34:15.039190,0.30103,1
3825,2642,2013-03-31T22:35:14.423920,0.30103,1
536,523,2011-05-13T02:34:47.503430,0.30103,1
608,1053,2011-07-07T16:47:17.556330,0.30103,1
5087,4114,2013-11-28T18:36:41.706460,0.30103,1
616,633,2011-05-19T16:31:39.280230,0.30103,1
4673,4683,2013-08-05T23:06:28.215360,0.30103,1
3628,13,2013-04-16T00:13:00.563660,0.2556,2
1653,2011,2012-04-29T16:42:28.144400,0.30103,1
4906,2647,2013-10-13T16:27:46.782430,0.30103,1
4899,2498,2014-04-13T01:41:12.281670,100.0,-10
2269,1939,2012-07-13T13:14:33.219150,0.2556,2
5025,2642,2013-11-27T11:13:45.083000,0.30103,1
3106,2070,2013-01-20T23:22:17.288880,0.2556,2
4899,5473,2014-04-28T14:11:36.981610,0.0,10
3035,2635,2012-11-22T11:08:22.040800,0.30103,1
5025,4611,2013-11-27T11:13:45.340810,0.30103,1
2540,2549,2012-09-06T21:38:26.003230,0.1091,6
2192,2266,2012-12-04T05:36:23.893140,0.30103,1
1888,1860,2012-03-25T18:43:20.276380,0.30103,1
5025,5242,2013-12-25T02:48:02.445730,0.30103,1
2349,2135,2012-07-27T09:17:35.529000,0.30103,1
